Title,Product Category,Cost per item
"Bearbrick ""David Flores X XLarge""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,513.46
"Bearbrick ""Nas X Applebum""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,536.31
"Bearbrick ""Batman - Hush""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,584.17
"Bearbrick ""Tristan Eaton - Designercon Exclusive""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,520
"Bearbrick ""Astro Boy: Brave""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,888.21
"Bearbrick ""Jean-Michel Basquiat #7""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,734.49
LOUIS VUITTON SS22 VARSITY JACKET - YELLOW/BLACK,Apparel & Accessories > Clothing,5888.11
"KAWS VINYL FIGURE ""KACHAMUKKU - ORIGINAL""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,261.89
"KAWS VINYL FIGURE ""KACHAMUKKU - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,282.5
"KAWS VINYL FIGURE ""PASSING THROUGH - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,753.99
"KAWS VINYL FIGURE ""PASSING THROUGH - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,753.99
"KAWS VINYL FIGURE ""PASSING THROUGH - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,753.99
"KAWS VINYL FIGURE ""COMPANION FLAYED - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,785.12
"KAWS VINYL FIGURE ""COMPANION FLAYED - BLUSH""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,785.12
"KAWS VINYL FIGURE ""COMPANION FLAYED - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,785.12
"KAWS VINYL FIGURE ""COMPANION FLAYED - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,785.12
"KAWS VINYL FIGURE ""SHARE - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,900
"KAWS VINYL FIGURE ""SHARE - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,900
"KAWS VINYL FIGURE ""SHARE - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,900
"KAWS VINYL FIGURE ""GONE - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,1832.45
"KAWS VINYL FIGURE ""GONE - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,1401.55
"KAWS VINYL FIGURE ""GONE - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,1285.2
"KAWS VINYL FIGURE ""FAMILY - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,1019.44
"KAWS VINYL FIGURE ""FAMILY - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,1019.44
"KAWS VINYL FIGURE ""FAMILY - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,1019.44
"KAWS VINYL FIGURE ""TAKE - BLUE""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,938.66
"KAWS VINYL FIGURE ""TAKE - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,938.66
"KAWS VINYL FIGURE ""TAKE - PINK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,938.66
"KAWS VINYL FIGURE ""SEPARATED - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,547.25
"KAWS VINYL FIGURE ""SEPARATED - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,547.25
"KAWS VINYL FIGURE ""SEPARATED - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,547.25
"KAWS VINYL FIGURE ""SMALL LIE - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,397.67
"KAWS VINYL FIGURE ""SMALL LIE - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,397.67
"KAWS VINYL FIGURE ""HOLIDAY: TAIPEI - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,648
"KAWS VINYL FIGURE ""HOLIDAY: TAIPEI - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,648
"KAWS VINYL FIGURE ""HOLIDAY: TAIPEI - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,648
"KAWS VINYL FIGURE ""TOGETHER - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,1231.32
"KAWS VINYL FIGURE ""TOGETHER - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,1500.84
"KAWS VINYL FIGURE ""TOGETHER - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,1247.42
"KAWS VINYL FIGURE ""WHAT PARTY - YELLOW""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,342.88
"KAWS VINYL FIGURE ""COMPANION 2020 - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,424.5
"KAWS VINYL FIGURE ""COMPANION 2020 - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,424.5
"KAWS VINYL FIGURE ""COMPANION 2020 - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,424.5
"KAWS VINYL FIGURE ""WHAT PARTY - ORANGE""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,342.88
"KAWS VINYL FIGURE ""WHAT PARTY - PINK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,342.88
"KAWS VINYL FIGURE ""WHAT PARTY - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,342.88
"KAWS VINYL FIGURE ""WHAT PARTY - WHITE""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,342.88
"KAWS VINYL FIGURE ""ALONG THE WAY - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,819.71
"KAWS VINYL FIGURE ""ALONG THE WAY - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,732.28
"KAWS VINYL FIGURE ""ALONG THE WAY - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,836.69
"KAWS VINYL FIGURE ""HOLIDAY: SPACE - GOLD""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,806.54
"KAWS VINYL FIGURE ""HOLIDAY: SPACE - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,806.54
"KAWS VINYL FIGURE ""HOLIDAY: SPACE - SILVER""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,806.54
"KAWS VINYL FIGURE ""HOLIDAY: SINGAPORE - BROWN""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,315.7
"KAWS VINYL FIGURE ""HOLIDAY: SINGAPORE - GREY""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,315.7
"KAWS VINYL FIGURE ""HOLIDAY: SINGAPORE - BLACK""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,315.7
"NIKE RUBBER DUNK LOW X OFF WHITE ""UNIVERSITY GOLD""",Apparel & Accessories > Shoes,280
LOUIS VUITTON MLK DREAMING VARSITY JACKET - RED,Apparel & Accessories > Clothing,8456.62
LOUIS VUITTON WIZARD OF OZ VARSITY JACKET - BLUE,Apparel & Accessories > Clothing,10672
LOUIS VUITTON BUGS BUNNY VARSITY JACKET - WHITE,Apparel & Accessories > Clothing,8132.87
LOUIS VUITTON TAURILLON ILLUSION VARSITY JACKET - BLUE,Apparel & Accessories > Clothing,7216.31
LOUIS VUITTON EVENING BLOUSON - BLACK,Apparel & Accessories > Clothing,10419.58
Louis Vuitton MLK Dreaming Varsity Jacket in Black,Apparel & Accessories > Clothing,5300
LOUIS VUITTON RUNAWAY FROG VARSITY JACKET - PURPLE,Apparel & Accessories > Clothing,5711.89
LOUIS VUITTON NBA VARSITY JACKET - BLACK,Apparel & Accessories > Clothing,5875.58
LOUIS VUITTON REVERSIBLE MONOGRAM QUILTED PUFFER JACKET - BRASS,Apparel & Accessories > Clothing,5778
Adidas Yeezy Boost 350 V2 in Dazzling Blue,Apparel & Accessories > Shoes,300
"NIKE DUNK LOW (GS) ""RACER BLUE""",Apparel & Accessories > Shoes,160
AIR JORDAN 13 RETRO X SOLEFLY,Apparel & Accessories > Shoes,180
"NIKE AIR MAX 1 X TRAVIS SCOTT ""BAROQUE BROWN""",Apparel & Accessories > Shoes,1671.21
"AIR JORDAN 2 RETRO (GS) ""CHICAGO"" 2022",Apparel & Accessories > Shoes,110
"AIR JORDAN 2 RETRO ""CHICAGO"" 2022",Apparel & Accessories > Shoes,190
"AIR JORDAN 6 RETRO (GS) ""GEORGETOWN""",Apparel & Accessories > Shoes,130
Adidas Yeezy Boost 350 V2 in Granite,Apparel & Accessories > Shoes,223.33
"NIKE DUNK LOW (W) ""PAISLEY PACK - ORANGE""",Apparel & Accessories > Shoes,170
GALLERY DEPT. LOGO TEE - CREAM,Apparel & Accessories > Clothing,267
NIKE DUNK HIGH (GS) “ATHLETIC CLUB - GREY & RED”,Apparel & Accessories > Shoes,80
Nike Air Force 1 Low GS Triple White,Apparel & Accessories > Shoes,68
NIKE AIR FORCE 1 LOW “TRIPLE WHITE”,Apparel & Accessories > Shoes,80
NIKE DUNK LOW (W) “ROSE WHISPER”,Apparel & Accessories > Shoes,105.06
"NIKE AIR MAG ""BACK TO THE FUTURE""",Apparel & Accessories > Shoes,22486.28
"NIKE SB DUNK LOW ""FREDDY KRUEGER""",Apparel & Accessories > Shoes,23620
"NIKE SB DUNK LOW ""WHAT THE""",Apparel & Accessories > Shoes,11250
"NIKE SB DUNK HIGH X SUPREME ""ORANGE""",Apparel & Accessories > Shoes,5404.69
"AIR JORDAN 1 HIGH OG ""CHICAGO"" 1985",Apparel & Accessories > Shoes,32092.19
Air Jordan 1 High OG Bred 1985,Apparel & Accessories > Shoes,31933.55
NIKECRAFT MARS YARD 1.0 X TOM SACHS,Apparel & Accessories > Shoes,6476.98
NIKECRAFT MARS YARD 2.0 X TOM SACHS,Apparel & Accessories > Shoes,5909.48
"NIKE DUNK LOW X CPFM ""PURE PLATINUM""",Apparel & Accessories > Shoes,3300
"NIKE AIR FORCE 1 LOW X LOUIS VUITTON ""BLUE""",Apparel & Accessories > Shoes,5521.79
"NIKE AIR FORCE 1 LOW X LOUIS VUITTON ""GREEN""",Apparel & Accessories > Shoes,2935.63
"NIKE AIR FORCE 1 LOW X LOUIS VUITTON ""RED""",Apparel & Accessories > Shoes,2935.63
"NIKE AIR FORCE 1 MID X LOUIS VUITTON ""TRIPLE WHITE""",Apparel & Accessories > Shoes,3682.86
"NIKE AIR FORCE 1 MID X LOUIS VUITTON ""GRAFFITI""",Apparel & Accessories > Shoes,19057.73
"NIKE AIR YEEZY ""NET TAN""",Apparel & Accessories > Shoes,4659.03
"NIKE AIR YEEZY 2 ""PURE PLATINUM""",Apparel & Accessories > Shoes,7989.07
"NIKE AIR YEEZY 2 ""SOLAR RED""",Apparel & Accessories > Shoes,16079.69
"NIKE AIR YEEZY 2 ""RED OCTOBER""",Apparel & Accessories > Shoes,19945.33
"LOUIS VUITTON X KANYE WEST ""JASPER""",Apparel & Accessories > Shoes,8566.48
AIR JORDAN 1 LOW X CHRISTIAN DIOR,Apparel & Accessories > Shoes,5800
AIR JORDAN 1 RETRO HIGH OG X CHRISTIAN DIOR,Apparel & Accessories > Shoes,8093.42
"AIR JORDAN 8 X OVO ""MARCH MADNESS"" (SAMPLE)",Apparel & Accessories > Shoes,6885
"AIR JORDAN 4 RETRO ""MICHIGAN"" (PE)",Apparel & Accessories > Shoes,4000
"AIR JORDAN 4 RETRO X KAWS ""BLACK""",Apparel & Accessories > Shoes,1637.59
"AIR JORDAN 1 RETRO HIGH OG X OFF WHITE ""CHICAGO""",Apparel & Accessories > Shoes,5250
"AIR JORDAN 1 RETRO HIGH OG ""RUST PINK""",Apparel & Accessories > Shoes,6790.31
AIR JORDAN 1 RETRO HIGH OG X FRAGMENT DESIGN,Apparel & Accessories > Shoes,1350
"AIR JORDAN 1 RETRO HIGH OG X UNION LA ""BLACK TOE""",Apparel & Accessories > Shoes,1348.2
"AIR JORDAN 1 RETRO HIGH OG ""IGLOO""",Apparel & Accessories > Shoes,4700
"AIR JORDAN 1 RETRO HIGH OG ""NOT FOR RESALE - MAIZE YELLOW""",Apparel & Accessories > Shoes,1450
"AIR JORDAN 1 RETRO HIGH OG ""MICHIGAN"" (PE)",Apparel & Accessories > Shoes,4000
"AIR JORDAN 1 RETRO HIGH OG X UNION LA ""STORM BLUE""",Apparel & Accessories > Shoes,1215.83
"AMIRI MA-1 ""WHITE & BLACK""",Apparel & Accessories > Shoes,790
"AMIRI MA-1 ""WHITE & BLUE""",Apparel & Accessories > Shoes,790
"CHRISTIAN DIOR B23 ""LOGO OBLIQUE""",Apparel & Accessories > Shoes,1300
"AIR JORDAN 1 RETRO HIGH OG (GS) ""LOST AND FOUND""",Apparel & Accessories > Shoes,204.51
"NIKE AIR MAX 1 X CONCEPTS ""MELLOW""",Apparel & Accessories > Shoes,140
"AIR JORDAN 5 RETRO ""TOP 3""",Apparel & Accessories > Shoes,225
"NIKE ZOOM CORTEZ X SACAI ""IRON GREY""",Apparel & Accessories > Shoes,192.15
"AIR JORDAN 12 RETRO ""BLACK TAXI""",Apparel & Accessories > Shoes,180
"NIKE KOBE IV PROTRO X UNDEFEATED ""LAKERS"" (SAMPLE)",Apparel & Accessories > Shoes,650
"AIR JORDAN 1 MID ""HEMP""",Apparel & Accessories > Shoes,180
"AIR JORDAN 5 RETRO ""GREEN BEAN"" 2022",Apparel & Accessories > Shoes,140
Adidas Yeezy Boost 350 V2 in Bone,Apparel & Accessories > Shoes,210
"NIKE SB DUNK LOW ""POLAROID""",Apparel & Accessories > Shoes,155
"AIR JORDAN 7 RETRO X TROPHY ROOM ""NEW SHERIFF IN TOWN""",Apparel & Accessories > Shoes,135
"AIR JORDAN 2 RETRO LOW X OFF WHITE ""VARSITY RED""",Apparel & Accessories > Shoes,1180.99
"AIR JORDAN 1 LOW ""TAXI""",Apparel & Accessories > Shoes,115
"AIR JORDAN 1 RETRO HI '85 ""VARSITY RED""",Apparel & Accessories > Shoes,280
AIR JORDAN 4 RETRO X A MA MANIÉRE,Apparel & Accessories > Shoes,291.67
"AIR JORDAN 12 RETRO ""REVERSE FLU GAME""",Apparel & Accessories > Shoes,210
"AIR JORDAN 7 RETRO ""FLINT""",Apparel & Accessories > Shoes,90
"AIR JORDAN 5 RETRO ""RAGING BULL""",Apparel & Accessories > Shoes,190
"AIR JORDAN 13 RETRO ""BRAVE BLUE""",Apparel & Accessories > Shoes,150
"AIR JORDAN 3 RETRO ""FIRE RED DENIM""",Apparel & Accessories > Shoes,260
"NIKE DUNK LOW SP ""KENTUCKY""",Apparel & Accessories > Shoes,147.5
"AIR JORDAN 5 RETRO ""CONCORD""",Apparel & Accessories > Shoes,160
"AIR JORDAN 4 RETRO ""PURPLE METALLIC""",Apparel & Accessories > Shoes,450
"AIR JORDAN 1 RETRO LOW OG ""MYSTIC NAVY""",Apparel & Accessories > Shoes,122.5
"NIKE AIR MAX 1 X CONCEPTS ""FAR OUT"" (SPECIAL BOX)",Apparel & Accessories > Shoes,200
"AIR JORDAN 11 RETRO LOW ""INFRARED""",Apparel & Accessories > Shoes,280
"AIR JORDAN 6 RETRO ""GEORGETOWN""",Apparel & Accessories > Shoes,130
"AIR JORDAN 4 RETRO ""TAUPE HAZE""",Apparel & Accessories > Shoes,300
"AIR JORDAN 1 RETRO HIGH OG ""HERITAGE""",Apparel & Accessories > Shoes,120
"AIR JORDAN 1 RETRO HIGH OG ""ROYAL"" 2017",Apparel & Accessories > Shoes,382
"AIR JORDAN 1 RETRO HIGH ""J. BALVIN""",Apparel & Accessories > Shoes,300
"AIR JORDAN 1 RETRO HIGH OG X SOLEFLY ""ART BASEL""",Apparel & Accessories > Shoes,1320
"AIR JORDAN 1 RETRO HIGH OG ""REBELLIONAIRE""",Apparel & Accessories > Shoes,200
"NIKE AIR FORCE 1 LOW X OFF WHITE ""THE TEN""",Apparel & Accessories > Shoes,2400
"NIKE SB DUNK HIGH ""DE LA SOUL""",Apparel & Accessories > Shoes,411.52
Nike Dunk Low Championship Court Purple,Apparel & Accessories > Shoes,133.45
"NIKE SB DUNK LOW X GRATEFUL DEAD ""YELLOW""",Apparel & Accessories > Shoes,1000
"AIR JORDAN 14 RETRO ""WINTERIZED""",Apparel & Accessories > Shoes,125
"AIR JORDAN 4 RETRO X KAWS ""GREY""",Apparel & Accessories > Shoes,3050.85
"AIR JORDAN 1 MID ""TRIPLE WHITE""",Apparel & Accessories > Shoes,60
"AIR JORDAN 1 MID ""DIAMOND SHORTS""",Apparel & Accessories > Shoes,150
"AIR JORDAN 1 RETRO HIGH OG X OFF WHITE ""UNIVERSITY BLUE""",Apparel & Accessories > Shoes,1786.02
"AIR JORDAN 1 RETRO HIGH OG ""PINE GREEN 2.0""",Apparel & Accessories > Shoes,265
"AIR JORDAN 1 RETRO HIGH OG ""DARK MOCHA""",Apparel & Accessories > Shoes,420.24
Nike SB Dunk Low Instant Skateboards,Apparel & Accessories > Shoes,140
"AIR JORDAN 12 RETRO ""UNIVERSITY GOLD""",Apparel & Accessories > Shoes,200
"AIR JORDAN 13 RETRO ""OBSIDIAN""",Apparel & Accessories > Shoes,170
"AIR JORDAN 1 RETRO HIGH OG ""BLEACHED CORAL""",Apparel & Accessories > Shoes,200
"NIKE SB DUNK LOW ""STRANGE LOVE""",Apparel & Accessories > Shoes,1050
"AIR JORDAN 1 RETRO HIGH OG ""POLLEN""",Apparel & Accessories > Shoes,115
"NIKE SB DUNK LOW X PARRA ""ABSTRACT ART""",Apparel & Accessories > Shoes,407.5
"AIR JORDAN 11 RETRO ""CHERRY""",Apparel & Accessories > Shoes,225
"AIR JORDAN 6 RETRO X TRAVIS SCOTT ""OLIVE""",Apparel & Accessories > Shoes,350
"AIR JORDAN 6 RETRO ""CARMINE"" 2020",Apparel & Accessories > Shoes,185
"AIR JORDAN 13 RETRO ""DEL SOL""",Apparel & Accessories > Shoes,190
"AIR JORDAN 5 RETRO X TROPHY ROOM ""ICE BLUE""",Apparel & Accessories > Shoes,1250
"AIR JORDAN 5 RETRO X OFF WHITE ""MUSLIN""",Apparel & Accessories > Shoes,1241.44
"AIR JORDAN 1 RETRO HIGH OG ""SHADOW 2.0""",Apparel & Accessories > Shoes,190
Adidas NMD R1 Tri-Color Stripes in White,Apparel & Accessories > Shoes,150
Adidas Yeezy Boost 350 V2 in Blue Tint,Apparel & Accessories > Shoes,250
NIKE SB DUNK LOW X TRAVIS SCOTT (SPECIAL BOX),Apparel & Accessories > Shoes,1525
"NIKE SB DUNK HIGH X SUPREME ""BY ANY MEANS - BLACK & WHITE""",Apparel & Accessories > Shoes,150
"AIR JORDAN 1 LOW ""SHADOW TOE""",Apparel & Accessories > Shoes,141.83
Adidas Yeezy Boost 350 V2 in Onyx,Apparel & Accessories > Shoes,262.65
"NIKE DUNK LOW ""DUSTY OLIVE""",Apparel & Accessories > Shoes,115.27
"NIKE DUNK LOW X OFF WHITE ""PINE GREEN""",Apparel & Accessories > Shoes,700
Adidas Yeezy Foam RNR in Desert Sand,Apparel & Accessories > Shoes,160
Adidas Yeezy Slide in Glow Green,Apparel & Accessories > Shoes,125
"NEW BALANCE 550 ""Carolina Blue""",Apparel & Accessories > Shoes,160
"NIKE DUNK LOW ""TEAM RED""",Apparel & Accessories > Shoes,70
"AIR JORDAN 11 RETRO ""BRED"" 2019",Apparel & Accessories > Shoes,300
"AIR JORDAN 5 RETRO X OFF WHITE ""SAIL""",Apparel & Accessories > Shoes,390
"AIR JORDAN 3 RETRO SE ""UNITE - FIRE RED""",Apparel & Accessories > Shoes,185
"AIR JORDAN 3 RETRO ""CARDINAL""",Apparel & Accessories > Shoes,175
"AIR JORDAN 2 RETRO LOW X OFF WHITE ""VARSITY ROYAL""",Apparel & Accessories > Shoes,250
"AIR JORDAN 1 MID ""LINEN""",Apparel & Accessories > Shoes,160
"AIR JORDAN 1 RETRO HIGH OG X OFF WHITE ""EURO""",Apparel & Accessories > Shoes,5938.44
"AIR JORDAN 1 RETRO HIGH OG ""UNIVERSITY BLUE""",Apparel & Accessories > Shoes,320
"AIR JORDAN 1 RETRO HIGH OG ""DARK MARINA BLUE""",Apparel & Accessories > Shoes,125
"AIR JORDAN 1 RETRO HIGH OG ""PATENT BRED""",Apparel & Accessories > Shoes,210.12
"NIKE LD WAFFLE X SACAI X FRAGMENT DESIGN ""SMOKE GREY""",Apparel & Accessories > Shoes,250
"NIKE DUNK HIGH ""MICHIGAN""",Apparel & Accessories > Shoes,284.81
"NIKE SB DUNK HIGH ""PASS~PORT WORK BOOTS""",Apparel & Accessories > Shoes,100.35
"AIR JORDAN 13 RETRO ""HYPER ROYAL - BLACK""",Apparel & Accessories > Shoes,260
"AIR JORDAN 4 RETRO ""RED THUNDER""",Apparel & Accessories > Shoes,365
"AIR JORDAN 4 RETRO ""THUNDER"" 2012",Apparel & Accessories > Shoes,310.28
"AIR JORDAN 1 RETRO HIGH OG ""KNICKS""",Apparel & Accessories > Shoes,486.03
"AIR JORDAN 1 RETRO HIGH OG ""CYBER MONDAY""",Apparel & Accessories > Shoes,351.7
"AIR JORDAN 1 RETRO HIGH OG ""COURT PURPLE 1.0""",Apparel & Accessories > Shoes,559.69
"NIKE AIR FLIGHT '89 ""RON HARPER""",Apparel & Accessories > Shoes,168.6
"NIKE AIR FLIGHT '89 ""BLACK & WHITE""",Apparel & Accessories > Shoes,168.6
"NIKE AIR FORCE 1 LOW X OFF WHITE ""VOLT""",Apparel & Accessories > Shoes,1050.13
"NIKE AIR FORCE 1 LOW X OFF WHITE ""LEMONADE""",Apparel & Accessories > Shoes,1675.21
"AIR JORDAN 4 RETRO ""MILITARY BLACK""",Apparel & Accessories > Shoes,410.84
"AIR JORDAN 4 RETRO ""COLUMBIA""",Apparel & Accessories > Shoes,512.39
"AIR JORDAN 4 RETRO X UNION LA ""GUAVA ICE""",Apparel & Accessories > Shoes,835.79
"AIR JORDAN 1 LOW ""DIAMOND SHORTS""",Apparel & Accessories > Shoes,150
"NIKE KOBE VI PROTRO ""MAMBACITA SWEET 16""",Apparel & Accessories > Shoes,390.35
"NIKE DUNK LOW ""PANDA""",Apparel & Accessories > Shoes,120.29
"NIKE DUNK LOW X UNION LA ""PISTACHIO""",Apparel & Accessories > Shoes,370.35
"AIR JORDAN 7 RETRO ""HARE""",Apparel & Accessories > Shoes,190
"AIR JORDAN 4 RETRO ""LIGHTNING""",Apparel & Accessories > Shoes,235
"AIR JORDAN 4 RETRO ""UNIVERSITY BLUE""",Apparel & Accessories > Shoes,350
"AIR JORDAN 1 MID ""BLACK & WHITE""",Apparel & Accessories > Shoes,180.51
"Air Jordan 1 Retro High OG ""Lost & Found""",Apparel & Accessories > Shoes,385
"AIR JORDAN 1 RETRO HIGH OG ""RE2PECT""",Apparel & Accessories > Shoes,505.82
Adidas Yeezy Boost 700 in Wave Runner,Apparel & Accessories > Shoes,300
"NIKE AIR FORCE 1 LOW X OFF WHITE ""BLACK""",Apparel & Accessories > Shoes,1028.44
"NIKE SB DUNK LOW X BEN & JERRY'S ""CHUNKY DUNKY""",Apparel & Accessories > Shoes,1343.43
"AIR JORDAN 14 RETRO ""CANDY CANE"" 2012",Apparel & Accessories > Shoes,147.98
"AIR JORDAN 13 RETRO ""HE GOT GAME""",Apparel & Accessories > Shoes,178.48
"AIR JORDAN 8 RETRO ""BUGS BUNNY""",Apparel & Accessories > Shoes,164.48
"AIR JORDAN 7 RETRO ""RAPTOR"" 2012",Apparel & Accessories > Shoes,145.48
"AIR JORDAN 6 RETRO ""OLYMPIC""",Apparel & Accessories > Shoes,160
"AIR JORDAN 6 RETRO ""SPORT BLUE""",Apparel & Accessories > Shoes,174.24
"AIR JORDAN 5 RETRO ""OREO"" 2013",Apparel & Accessories > Shoes,178.48
"AIR JORDAN 5 RETRO ""FIRE RED - SILVER TONGUE"" 2013",Apparel & Accessories > Shoes,165.73
"AIR JORDAN 5 RETRO ""GRAPE""",Apparel & Accessories > Shoes,164.23
"AIR JORDAN 4 RETRO ""FIRE RED"" 2012",Apparel & Accessories > Shoes,164.98
Air Jordan 3 Retro Fire Red 2022,Apparel & Accessories > Shoes,250
"AIR JORDAN 3 RETRO ""BLACK CEMENT"" 2018",Apparel & Accessories > Shoes,213.5
"AIR JORDAN 2 RETRO X UNION LA ""GREY FOG""",Apparel & Accessories > Shoes,125
AIR JORDAN 1 RETRO LOW OG X TRAVIS SCOTT X FRAGMENT DESIGN,Apparel & Accessories > Shoes,1300
"AIR JORDAN 1 RETRO LOW OG X TRAVIS SCOTT ""REVERSE MOCHA""",Apparel & Accessories > Shoes,1355
"AIR JORDAN 1 RETRO HIGH ""ROYAL"" 2001",Apparel & Accessories > Shoes,548.64
"AIR JORDAN 1 RETRO HIGH OG ""SHADOW"" 2018",Apparel & Accessories > Shoes,434.7
"AIR JORDAN 1 RETRO HIGH OG ""SHADOW"" 2013",Apparel & Accessories > Shoes,259.5
AIR JORDAN 3 RETRO (W) X A MA MANIÉRE,Apparel & Accessories > Shoes,520
"AIR JORDAN 4 RETRO (W) ""STARFISH""",Apparel & Accessories > Shoes,230
"NIKE DUNK LOW (W) ""VINTAGE NAVY""",Apparel & Accessories > Shoes,220
"AIR JORDAN 4 RETRO (W) X OFF WHITE ""SAIL""",Apparel & Accessories > Shoes,850
"NIKE DUNK HIGH (W) ""SYRACUSE""",Apparel & Accessories > Shoes,231.03
"NIKE DUNK LOW (W) ""PANDA""",Apparel & Accessories > Shoes,72.95
"AIR JORDAN 1 RETRO HIGH OG ""ROYAL TOE""",Apparel & Accessories > Shoes,160
"AIR JORDAN 1 LOW ""BRED TOE""",Apparel & Accessories > Shoes,140
Adidas Yeezy Slide in Ochre,Apparel & Accessories > Shoes,95
"NIKE SB DUNK LOW X SUPREME ""MEAN GREEN""",Apparel & Accessories > Shoes,1000
"NIKE DUNK LOW (GS) ""TROPICAL TWIST""",Apparel & Accessories > Shoes,261.44
"AIR JORDAN 11 RETRO (GS) ""CHERRY""",Apparel & Accessories > Shoes,170
